occupation_code,occupation_code_name,main_staff_group,broad_staff_group,detailed_staff_group,occupation_level,care_setting_or_specialty,is_currently_valid
904,HCHS doctors in Health care planning,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Health care planning,False
905,HCHS doctors in Child care,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Child care,False
907,HCHS doctors in Environmental health,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Environmental health,False
910,HCHS doctors in Family planning,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Family planning,False
911,HCHS doctors in Family planning,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Family planning,False
920,HCHS doctors in Community health service medical,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Community health service medical,False
921,HCHS doctors in General medical practitioner,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,General medical practitioner,True
930,HCHS doctors in Public health medicine,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Public health medicine,True
940,HCHS doctors in Community dentistry admin,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Community dentistry admin,False
941,HCHS doctors in Community dentistry (clinical),Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Community dentistry (clinical),False
942,HCHS doctors in Dental health education,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Dental health education,False
944,HCHS doctors in General dental practice,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,General dental practice,False
945,HCHS doctors in Orthodontics (945),Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Orthodontics,False
946,HCHS doctors in Restorative dentistry (946),Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Restorative dentistry,False
960,HCHS doctors in School health,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,School health,False
961,HCHS doctors in School health,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,School health,False
965,HCHS doctors in Other medical,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Other medical,False
966,HCHS doctors in Other dental,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Other dental,False
970,HCHS doctors in Community health service dental,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Community health service dental,False
971,HCHS doctors in General dental practitioner,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,General dental practitioner,True
976,HCHS doctors in M&D retainer scheme,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,M&D retainer scheme,False
977,HCHS doctors in Medical fees LA services,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Medical fees LA services,False
978,HCHS doctors in GP bed/casualty fund,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,GP bed/casualty fund,False
979,HCHS doctors in Payment to clinical member of management team,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Payment to clinical member of management team,False
980,HCHS doctors in Dental public health,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Dental public health,True
996,HCHS doctors in Medical research council,Professionally qualified clinical staff,HCHS doctors,HCHS doctors,HCHS doctors,Medical research council,False
A0A,Ambulance Manager in Emergency Care,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Ambulance Manager,Emergency Care,True
A0B,Ambulance Manager in Hazardous Area Response Team,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Ambulance Manager,Hazardous Area Response Team,True
A0D,Ambulance Manager in Education,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Ambulance Manager,Education,True
A0E,Ambulance Manager in Call Handling,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Ambulance Manager,Call Handling,True
A1A,Ambulance Paramedic in Ambulance Service,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Ambulance Paramedic,Ambulance Service,False
A2A,Ambulance Personnel in Ambulance Service,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Ambulance Personnel,Ambulance Service,False
A3A,Trainee Ambulance Personnel in Ambulance Service,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Trainee Ambulance Personnel,Ambulance Service,False
A4A,Consultant Paramedic in Emergency Care,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Consultant Paramedic,Emergency Care,True
A4B,Consultant Paramedic in Hazardous Area Response Team,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Consultant Paramedic,Hazardous Area Response Team,True
A4C,Consultant Paramedic in Patient Transport Service,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Consultant Paramedic,Patient Transport Service,True
A4D,Consultant Paramedic in Education,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Consultant Paramedic,Education,True
A5A,Advanced Paramedic in Emergency Care,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Advanced Paramedic,Emergency Care,True
A5B,Advanced Paramedic in Hazardous Area Response Team,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Advanced Paramedic,Hazardous Area Response Team,True
A5C,Advanced Paramedic in Patient Transport Service,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Advanced Paramedic,Patient Transport Service,True
A5D,Advanced Paramedic in Education,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Advanced Paramedic,Education,True
A5E,Advanced Paramedic in Call Handling,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Advanced Paramedic,Call Handling,True
A6A,Specialist Practitioner in Emergency Care,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Specialist Practitioner,Emergency Care,True
A6B,Specialist Practitioner in Hazardous Area Response Team,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Specialist Practitioner,Hazardous Area Response Team,True
A6C,Specialist Practitioner in Patient Transport Service,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Specialist Practitioner,Patient Transport Service,True
A6D,Specialist Practitioner in Education,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Specialist Practitioner,Education,True
A6E,Specialist Practitioner in Call Handling,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Specialist Practitioner,Call Handling,True
A7A,Assistant Practitioner in Emergency Care,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Assistant Practitioner,Emergency Care,True
A7B,Assistant Practitioner in Hazardous Area Response Team,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Assistant Practitioner,Hazardous Area Response Team,True
A7C,Assistant Practitioner in Patient Transport Service,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Assistant Practitioner,Patient Transport Service,True
A8A,Emergency/Urgent Care Support Worker in Emergency Care,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Emergency/Urgent Care Support Worker,Emergency Care,True
A8B,Emergency/Urgent Care Support Worker in Hazardous Area Response Team,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Emergency/Urgent Care Support Worker,Hazardous Area Response Team,True
A8C,Emergency/Urgent Care Support Worker in Patient Transport Service,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Emergency/Urgent Care Support Worker,Patient Transport Service,True
A8E,Emergency/Urgent Care Support Worker in Call Handling,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Emergency/Urgent Care Support Worker,Call Handling,True
A9C,Ambulance Care Assistant in Patient Transport Service,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Ambulance Care Assistant,Patient Transport Service,True
AAA,Emergency Care Practitioner in Ambulance Service,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Emergency Care Practitioner,Ambulance Service,False
ABA,Paramedic in Emergency Care,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Paramedic,Emergency Care,True
ABB,Paramedic in Hazardous Area Response Team,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Paramedic,Hazardous Area Response Team,True
ABC,Paramedic in Patient Transport Service,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Paramedic,Patient Transport Service,True
ABD,Paramedic in Education,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Paramedic,Education,True
ABE,Paramedic in Call Handling,Professionally qualified clinical staff,Ambulance staff,Ambulance staff,Paramedic,Call Handling,True
AEA,Ambulance Technician/Associate Practitioner in Emergency Care,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Ambulance Technician/Associate Practitioner,Emergency Care,True
AEB,Ambulance Technician/Associate Practitioner in Hazardous Area Response Team,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Ambulance Technician/Associate Practitioner,Hazardous Area Response Team,True
AEC,Ambulance Technician/Associate Practitioner in Patient Transport Service,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Ambulance Technician/Associate Practitioner,Patient Transport Service,True
AED,Ambulance Technician/Associate Practitioner in Education,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Ambulance Technician/Associate Practitioner,Education,True
AEE,Ambulance Technician/Associate Practitioner in Call Handling,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Ambulance Technician/Associate Practitioner,Call Handling,True
AGA,Trainee Ambulance Technician in Ambulance Service,Support to clinical staff,Support to ambulance staff,Ambulance personnel & trainees,Trainee Ambulance Technician,Ambulance Service,False
G0A,Senior Manager in Central Functions,NHS infrastructure support,Senior managers,Senior managers,Senior Manager,Central Functions,True
G0B,"Senior Manager in Hotel, Property & Estates",NHS infrastructure support,Senior managers,Senior managers,Senior Manager,"Hotel, Property & Estates",True
G0C,"Senior Manager in Scientific, Therapeutic & Technical Support",NHS infrastructure support,Senior managers,Senior managers,Senior Manager,"Scientific, Therapeutic & Technical Support",True
G0D,Senior Manager in Clinical Support,NHS infrastructure support,Senior managers,Senior managers,Senior Manager,Clinical Support,True
G0E,Senior Manager in Ambulance Service Support,NHS infrastructure support,Senior managers,Senior managers,Senior Manager,Ambulance Service Support,True
G1A,Manager in Central Functions,NHS infrastructure support,Managers,Managers,Manager,Central Functions,True
G1B,"Manager in Hotel, Property & Estates",NHS infrastructure support,Managers,Managers,Manager,"Hotel, Property & Estates",True
G1C,"Manager in Scientific, Therapeutic & Technical Support",NHS infrastructure support,Managers,Managers,Manager,"Scientific, Therapeutic & Technical Support",True
G1D,Manager in Clinical Support,NHS infrastructure support,Managers,Managers,Manager,Clinical Support,True
G1E,Manager in Ambulance Service Support,NHS infrastructure support,Managers,Managers,Manager,Ambulance Service Support,True
G2A,Clerical & Administrative in Central Functions,NHS infrastructure support,Central functions,Clerical & administrative,Clerical & Administrative,Central Functions,True
G2B,"Clerical & Administrative in Hotel, Property & Estates",NHS infrastructure support,"Hotel, property & estates",Clerical & administrative,Clerical & Administrative,"Hotel, Property & Estates",True
G2C,"Clerical & Administrative in Scientific, Therapeutic & Technical Support",Support to clinical staff,Support to ST&T staff,Clerical & administrative,Clerical & Administrative,"Scientific, Therapeutic & Technical Support",True
G2D,Clerical & Administrative in Clinical Support,Support to clinical staff,"Support to doctors, nurses & midwives",Clerical & administrative,Clerical & Administrative,Clinical Support,True
G2E,Clerical & Administrative in Ambulance Service Support,Support to clinical staff,Support to ambulance staff,Clerical & administrative,Clerical & Administrative,Ambulance Service Support,True
G3B,"Estates (Maintenance & Works) in Hotel, Property & Estates",NHS infrastructure support,"Hotel, property & estates",Estates (maintenance & works),Estates (Maintenance & Works),"Hotel, Property & Estates",True
G3C,"Estates (Maintenance & Works) in Scientific, Therapeutic & Technical Support",Support to clinical staff,Support to ST&T staff,Estates (maintenance & works),Estates (Maintenance & Works),"Scientific, Therapeutic & Technical Support",True
G3D,Estates (Maintenance & Works) in Clinical Support,Support to clinical staff,"Support to doctors, nurses & midwives",Estates (maintenance & works),Estates (Maintenance & Works),Clinical Support,True
G3E,Estates (Maintenance & Works) in Ambulance Service Support,Support to clinical staff,Support to ambulance staff,Estates (maintenance & works),Estates (Maintenance & Works),Ambulance Service Support,True
H1A,Healthcare Assistant in Adult and General,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Healthcare Assistant,Adult and General,True
H1B,Healthcare Assistant in Children and Young People,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Healthcare Assistant,Children and Young People,True
H1C,Healthcare Assistant in Maternity Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Healthcare Assistant,Maternity Services,True
H1D,Healthcare Assistant in Other Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Healthcare Assistant,Other Mental Health,True
H1E,Healthcare Assistant in Other Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Healthcare Assistant,Other Learning Disabilities,True
H1F,Healthcare Assistant in Community Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Healthcare Assistant,Community Services,True
H1G,Healthcare Assistant in Chiropody/Podiatry,Support to clinical staff,Support to ST&T staff,Support to AHPs,Healthcare Assistant,Chiropody/Podiatry,True
H1H,Healthcare Assistant in Occupational Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Healthcare Assistant,Occupational Therapy,True
H1J,Healthcare Assistant in Physiotherapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Healthcare Assistant,Physiotherapy,True
H1K,Healthcare Assistant in Radiography (diagnostic),Support to clinical staff,Support to ST&T staff,Support to AHPs,Healthcare Assistant,Radiography (diagnostic),True
H1L,Healthcare Assistant in Speech & Language Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Healthcare Assistant,Speech & Language Therapy,True
H1M,Healthcare Assistant in Other Life Sciences,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Healthcare Assistant,Other Life Sciences,True
H1N,Healthcare Assistant in Other ST&T Staff,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Healthcare Assistant,Other ST&T Staff,True
H1P,Healthcare Assistant in Central functions,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Healthcare Assistant,Central functions,True
H1R,"Healthcare Assistant in Hotel, Property & Estates",NHS infrastructure support,"Hotel, property & estates",Healthcare assistants & support workers,Healthcare Assistant,"Hotel, Property & Estates",True
H1S,Healthcare Assistant in Ambulance Service,Support to clinical staff,Support to ambulance staff,Healthcare assistants & support workers,Healthcare Assistant,Ambulance Service,False
H2A,Support Worker in Adult and General,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Support Worker,Adult and General,True
H2B,Support Worker in Children and Young People,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Support Worker,Children and Young People,True
H2C,Support Worker in Maternity Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Support Worker,Maternity Services,True
H2D,Support Worker in Other Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Support Worker,Other Mental Health,True
H2E,Support Worker in Other Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Support Worker,Other Learning Disabilities,True
H2F,Support Worker in Community Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Support Worker,Community Services,True
H2G,Support Worker in Chiropody/Podiatry,Support to clinical staff,Support to ST&T staff,Support to AHPs,Support Worker,Chiropody/Podiatry,True
H2H,Support Worker in Occupational Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Support Worker,Occupational Therapy,True
H2J,Support Worker in Physiotherapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Support Worker,Physiotherapy,True
H2K,Support Worker in Radiography (diagnostic),Support to clinical staff,Support to ST&T staff,Support to AHPs,Support Worker,Radiography (diagnostic),True
H2L,Support Worker in Speech & Language Therapy,Support to clinical staff,Support to ST&T staff,Support to AHPs,Support Worker,Speech & Language Therapy,True
H2M,Support Worker in Other Life Sciences,Support to clinical staff,Support to ST&T staff,Support to healthcare scientists,Support Worker,Other Life Sciences,True
H2N,Support Worker in Other ST&T Staff,Support to clinical staff,Support to ST&T staff,Support to other ST&T staff,Support Worker,Other ST&T Staff,True
H2P,Support Worker in Central functions,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Support Worker,Central functions,True
H2R,"Support Worker in Hotel, Property & Estates",NHS infrastructure support,"Hotel, property & estates",Healthcare assistants & support workers,Support Worker,"Hotel, Property & Estates",True
H2S,Support Worker in Ambulance Service,Support to clinical staff,Support to ambulance staff,Healthcare assistants & support workers,Support Worker,Ambulance Service,False
N0A,Nurse Manager in Adult and General,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Nurse Manager,Adult and General,True
N0B,Nurse Manager in Children and Young People,Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Nurse Manager,Children and Young People,True
N0C,Nurse Manager in Maternity Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Nurse Manager,Maternity Services,True
N0D,Nurse Manager in Community Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Nurse Manager,Community Mental Health,True
N0E,Nurse Manager in Other Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Nurse Manager,Other Mental Health,True
N0F,Nurse Manager in Community Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Nurse Manager,Community Learning Disabilities,True
N0G,Nurse Manager in Other Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Nurse Manager,Other Learning Disabilities,True
N0H,Nurse Manager in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Nurse Manager,Community Services,True
N0J,Nurse Manager in Education Staff,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Nurse Manager,Education Staff,True
N0K,Nurse Manager in School Nursing,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Nurse Manager,School Nursing,True
N0L,Nurse Manager in Neonatal Nursing (including SCBUs),Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Nurse Manager,Neonatal Nursing (including SCBUs),True
N1A,Children's Nurse in Adult and General,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Children's Nurse,Adult and General,False
N1B,Children's Nurse in Children and Young People,Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Children's Nurse,Children and Young People,True
N1C,Children's Nurse in Maternity Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Children's Nurse,Maternity Services,True
N1H,Children's Nurse in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Children's Nurse,Community Services,True
N1J,Children's Nurse in Education Staff,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Children's Nurse,Education Staff,True
N1L,Children's Nurse in Neonatal Nursing (including SCBUs),Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Children's Nurse,Neonatal Nursing (including SCBUs),True
N2C,Midwives in Maternity Services,Professionally qualified clinical staff,Midwives,Midwives,Midwives,Maternity Services,True
N2J,Midwives in Education Staff,Professionally qualified clinical staff,Midwives,Midwives,Midwives,Education Staff,True
N2L,Midwives in Neonatal Nursing (including SCBUs),Professionally qualified clinical staff,Midwives,Midwives,Midwives,Neonatal Nursing (including SCBUs),True
N3H,Health Visitor in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Health visitors - community health,Health Visitor,Community Services,True
N4D,Community Mental Health Nurse - 1st Level in Community Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Community Mental Health Nurse - 1st Level,Community Mental Health,True
N4F,Community Learning Disabilities Nurse - 1st Level in Community Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Community Learning Disabilities Nurse - 1st Level,Community Learning Disabilities,True
N4H,District Nurse - 1st Level in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,District Nurse - 1st Level,Community Services,True
N5D,Community Mental Health Nurse - 2nd Level in Community Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Community Mental Health Nurse - 2nd Level,Community Mental Health,True
N5F,Community Learning Disabilities Nurse - 2nd Level in Community Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Community Learning Disabilities Nurse - 2nd Level,Community Learning Disabilities,True
N5H,District Nurse - 2nd Level in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,District Nurse - 2nd Level,Community Services,True
N6A,Other 1st Level Nurse in Adult and General,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Other 1st Level Nurse,Adult and General,True
N6B,Other 1st Level Nurse in Children and Young People,Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Other 1st Level Nurse,Children and Young People,True
N6C,Other 1st Level Nurse in Maternity Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Other 1st Level Nurse,Maternity Services,True
N6D,Other 1st Level Nurse in Community Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Other 1st Level Nurse,Community Mental Health,True
N6E,Other 1st Level Nurse in Other Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Other 1st Level Nurse,Other Mental Health,True
N6F,Other 1st Level Nurse in Community Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Other 1st Level Nurse,Community Learning Disabilities,True
N6G,Other 1st Level Nurse in Other Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Other 1st Level Nurse,Other Learning Disabilities,True
N6H,Other 1st Level Nurse in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Other 1st Level Nurse,Community Services,True
N6J,Other 1st Level Nurse in Education Staff,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Other 1st Level Nurse,Education Staff,True
N6K,Other 1st Level Nurse in School Nursing,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Other 1st Level Nurse,School Nursing,True
N6L,Other 1st Level Nurse in Neonatal Nursing (including SCBUs),Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Other 1st Level Nurse,Neonatal Nursing (including SCBUs),True
N7A,Other 2nd Level Nurse in Adult and General,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Other 2nd Level Nurse,Adult and General,True
N7B,Other 2nd Level Nurse in Children and Young People,Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Other 2nd Level Nurse,Children and Young People,True
N7C,Other 2nd Level Nurse in Maternity Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Other 2nd Level Nurse,Maternity Services,True
N7D,Other 2nd Level Nurse in Community Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Other 2nd Level Nurse,Community Mental Health,True
N7E,Other 2nd Level Nurse in Other Mental Health,Professionally qualified clinical staff,Nurses & health visitors,Nurses - mental health,Other 2nd Level Nurse,Other Mental Health,True
N7F,Other 2nd Level Nurse in Community Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Other 2nd Level Nurse,Community Learning Disabilities,True
N7G,Other 2nd Level Nurse in Other Learning Disabilities,Professionally qualified clinical staff,Nurses & health visitors,Nurses - learning disabilities / difficulties,Other 2nd Level Nurse,Other Learning Disabilities,True
N7H,Other 2nd Level Nurse in Community Services,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Other 2nd Level Nurse,Community Services,True
N7J,Other 2nd Level Nurse in Education Staff,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Other 2nd Level Nurse,Education Staff,False
N7K,Other 2nd Level Nurse in School Nursing,Professionally qualified clinical staff,Nurses & health visitors,Nurses - community health,Other 2nd Level Nurse,School Nursing,True
N7L,Other 2nd Level Nurse in Neonatal Nursing (including SCBUs),Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Other 2nd Level Nurse,Neonatal Nursing (including SCBUs),True
N8A,Nursery Nurse in Adult and General,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Adult and General,True
N8B,Nursery Nurse in Children and Young People,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Children and Young People,True
N8C,Nursery Nurse in Maternity Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Maternity Services,True
N8D,Nursery Nurse in Community Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Community Mental Health,True
N8E,Nursery Nurse in Other Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Other Mental Health,True
N8F,Nursery Nurse in Community Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Community Learning Disabilities,True
N8G,Nursery Nurse in Other Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Other Learning Disabilities,True
N8H,Nursery Nurse in Community Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Community Services,True
N8K,Nursery Nurse in School Nursing,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,School Nursing,True
N8L,Nursery Nurse in Neonatal Nursing (including SCBUs),Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursery Nurse,Neonatal Nursing (including SCBUs),True
N9A,Nursing Assistant/Auxiliary in Adult and General,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Adult and General,True
N9B,Nursing Assistant/Auxiliary in Children and Young People,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Children and Young People,True
N9C,Nursing Assistant/Auxiliary in Maternity Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Maternity Services,True
N9D,Nursing Assistant/Auxiliary in Community Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Community Mental Health,True
N9E,Nursing Assistant/Auxiliary in Other Mental Health,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Other Mental Health,True
N9F,Nursing Assistant/Auxiliary in Community Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Community Learning Disabilities,True
N9G,Nursing Assistant/Auxiliary in Other Learning Disabilities,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Other Learning Disabilities,True
N9H,Nursing Assistant/Auxiliary in Community Services,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Community Services,True
N9J,Nursing Assistant/Auxiliary in Education Staff,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Education Staff,False
N9K,Nursing Assistant/Auxiliary in School Nursing,Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,School Nursing,True
N9L,Nursing Assistant/Auxiliary in Neonatal Nursing (including SCBUs),Support to clinical staff,"Support to doctors, nurses & midwives",Nursing support staff,Nursing Assistant/Auxiliary,Neonatal Nursing (including SCBUs),True
NAA,Nurse Consultant in Adult and General,Professionally qualified clinical staff,Nurses & health visitors,Nurses - adult,Nurse Consultant,Adult and General,True
NAB,Nurse Consultant in Children and Young People,Professionally qualified clinical staff,Nurses & health visitors,Nurses - children's,Nurse Consultant,Children and Young People,True
