snomed_code,description
45744005,Disorder of mineral metabolism
45762001,Atelomyelia
45853006,Roussy-Lévy syndrome
45864009,Senile degeneration of brain
45881000,Carcinoma simplex
45987002,Congenital shortening of tendon
46041001,Maffucci syndrome
46199002,Trichilemmoma
46212000,Juvenile fibroadenoma
46284005,Congenital obstruction of bladder neck
46319007,Right bundle branch block AND left posterior fascicular block
46580000,Inverted transitional cell papilloma of uncertain behaviour
46619002,Congenital heart block
46683007,Pyruvate dehydrogenase complex deficiency
46710009,Aesthesioneurocytoma
46720004,Lipoma
46722007,Congenital anomaly of pleural folds
46724008,Polyglandular activity in multiple endocrine adenomatosis
46732000,"Malignant lymphoma, large B-cell, diffuse"
46808003,Marie's cerebellar ataxia
46882000,Chronic ischaemic enterocolitis
46907007,Congenital duplication of gallbladder
46923007,Hodgkin sarcoma [obs]
46935006,Stokes-Adams syndrome
46963008,Compression of brain
46981006,Factor XII deficiency disease
47024008,Sickle cell-haemoglobin E disease
47032000,Congenital hydrocephalus
47070001,Congenital web of larynx
47107000,Basophil carcinoma
47147007,Congenital anomaly of lung
47270006,Hypercortisolism
47284001,Aggressive fibromatosis
47299001,Adenocarcinoma in multiple adenomatous polyps
47434006,Waardenburg syndrome
47488001,Intracystic papillary adenoma
47518006,Scoliosis due to radiation
47535005,CHARGE syndrome
47620003,Cystadenoma
47623001,"Soft tissue tumour, benign"
47641009,Orotic aciduria
47719001,Hypervalinaemia
47880003,Congenital absence of muscle AND/OR tendon
47986005,Genetic anomaly of leucocyte
48061001,Congenital calculus of kidney
48069004,Acrocephaly
48121000,Congenital cardiomegaly
48218007,Verrucous papilloma
48337000,Congenital stricture of urinary meatus
48430004,Hydatidiform mole
48460009,Malignant giant cell tumour of soft parts
48520006,Congenital atresia of cardiac vein
48522003,Spinal cord disease
48553001,Haemoglobin H disease
48554007,Enterochromaffin cell carcinoid
48619006,Mixed acidophil-basophil adenoma
48713002,Amyloid nephropathy
48721008,Quadriplegic cerebral palsy
48724000,Mitral valve regurgitation
48763007,Congenital hernia of foramen of Morgagni
48867003,Bradycardia
48897006,Bizarre leiomyoma
48952003,Astroblastoma
48980001,Congenital obstruction of urethra
49008000,Malrotation of kidney
49013001,17 alpha-Hydroxyprogesterone aldolase deficiency
49024004,4p partial trisomy syndrome
49043004,Odontoameloblastoma
49049000,Parkinson's disease
49111001,Adrenal haemorrhage
49351009,Diastematomyelia
49386006,Orofacial dyskinesia
49430005,"Liposarcoma, no International Classification of Diseases for Oncology subtype"
49496001,Double ureter
49534003,Congenital atresia of ureter
49601007,Disorder of cardiovascular system
49692006,Schilder's disease
49710005,Sinus bradycardia
49714001,Congenital anomaly of gallbladder
49748000,Succinate-semialdehyde dehydrogenase deficiency
49756002,Perinatal pneumothorax
49949003,Paroxysmal choreoathetosis
49984004,FG syndrome
50007008,Chordoma
50056009,"Lysinuric protein intolerance, type 1"
50102004,"Malignant lymphoma, mixed small and large cell, diffuse"
50143004,Kernicterus of newborn
50150000,Malignant systemic mastocytosis
50422007,Bile duct cystadenocarcinoma
50429003,Congenital stenosis of aqueduct of Sylvius
50440006,Crohn's disease of colon
50490005,Hypertensive encephalopathy
50581000,Goodpasture's syndrome
50582007,Hemiplegia
50701000,Hepatoptosis
50749006,Double Y syndrome
50847000,Accessory skeletal muscle
50866000,Childhood absence epilepsy
50869007,Periodontal Ehlers-Danlos syndrome
50894008,Schneiderian papilloma
50920009,Myocarditis
50926003,Hyperimmunoglobulin E syndrome
50967008,Gangliosidosis
51022005,Erythropoietic protoporphyria
51038004,Congenital obstruction of bile duct
51053007,Haemoglobin C disease
51092000,B-cell chronic lymphocytic leukaemia/small lymphocytic lymphoma
51118003,Congenital atresia of duodenum
51217003,Acidophil carcinoma
51465000,Mixed adenoneuroendocrine carcinoma
51500006,Complete trisomy 18 syndrome
51523009,Congenital laryngocele
51577008,Wilson-Mikity syndrome
51608009,Serous cystadenoma
51617009,Adenocarcinoma in situ in tubulovillous adenoma
51642000,Adenocarcinoma in situ
51742006,Disorder of anterior pituitary
51747000,Extra-adrenal paraganglioma
51793002,Partial hydatidiform mole
51794008,Congenital anomaly of ureter
51836001,Neurothekeoma
51952004,Spondyloepiphyseal dysplasia tarda
52008007,Organic writer's cramp
52040006,Infantile fibrosarcoma
52159006,Universal mesentery
52178006,Combined hepatocellular carcinoma and cholangiocarcinoma
52205002,Parasympathetic paraganglioma
52220008,Acute megakaryoblastic leukaemia
52231000,Chronic ulcerative proctitis
52248008,"Hodgkin lymphoma, nodular sclerosis"
52299001,Osteochondroma
52330001,Meningoencephalocele
52399003,Fascial fibroma
52490000,Thecoma
52522001,Degenerative brain disorder
52579008,Accessory lung
52616002,Freeman-Sheldon syndrome
52707009,Ceruminous adenoma
52859009,Rathke's pouch cyst
52868006,Oral-facial-digital syndrome
52879001,Congenital atresia of glottis
52967002,Myelofibrosis
53124003,Prolinuria
53189005,Congenital atresia of trachea
53305005,Periosteal fibroma
53318002,Spina bifida with hydrocephalus
53320004,Aortic body tumour
53509000,Myopathy in Cushing's disease
53530009,Transitional cell carcinoma in situ
53618008,Pancreatoblastoma
53654007,Fibrosarcoma
53743006,Anaemia following foetal blood loss
53776005,Encephalocystocele
53801007,Ganglioneuroma
53968002,Olfactory neurogenic tumour
53974002,Kniest dysplasia
54008006,Sternum bifidum
54016002,Mobitz type I incomplete atrioventricular block
54072008,Nonbacterial verrucal endocardiosis
54087003,Hairy cell leukaemia
54099005,Diplegia of upper limbs
54160000,Congenital aneurysm of sinus of Valsalva
54200006,Tonic-clonic seizure
54280009,Kugelberg-Welander disease
54292009,Adrenal rest tumour
54304004,Progressive bulbar palsy
54443001,"Fibrous mesothelioma, malignant"
54470008,3 beta-Hydroxysteroid dehydrogenase deficiency
54482004,"Thecoma, luteinised"
54666007,Paget's disease and intraductal carcinoma of breast
54682008,Congenital hypoplasia of pulmonary artery
54734006,Sebaceous adenocarcinoma
54898003,Multiple sulphatase deficiency
54900001,Monster
54954004,Aspartylglucosaminuria
54967001,Double kidney
55003009,Adrenal medullary insufficiency
55004003,Syndrome of inappropriate vasopressin secretion
55020008,"Follicular lymphoma, grade 2"
55021007,Follicular adenoma
55045006,Neuroepithelioma
55081009,T-gamma lymphoproliferative disease
55094006,Protoplasmic astrocytoma
55333008,Osteoblastoma
55342001,Neoplastic disease
55353007,"Astrocytoma, anaplastic"
55382008,Cerebral atherosclerosis
55448001,Tracheo-oesophageal fistula following tracheostomy
55464009,Systemic lupus erythematosus
55475008,Lown-Ganong-Levine syndrome
55490007,Congenital laryngeal stridor
55510008,Cor triatriatum
55536001,Congenital malposition of kidney
55602000,Nezelof's syndrome
55681005,Skin appendage adenoma
55711009,Arthrochalasia Ehlers-Danlos syndrome
55726006,Unilateral agenesis of kidney
55776008,Symptomatic torsion dystonia
55818009,Teratoma
55822004,Hyperlipidaemia
55912009,"Glycogen storage disease, type V"
55921005,Multiple myeloma
55937004,Neuroendocrine carcinoma
55941000,Cutaneous sarcoidosis
55995005,Hereditary spherocytosis
55999004,Encephalocele
56007004,Congenital hemihypertrophy
56013008,Congenital duplication of biliary duct
56246009,Hypertrophy
56265001,Heart disease
56287005,Crohn's disease of duodenum
56409008,Monoplegic cerebral palsy
56422000,"Synovial sarcoma, epithelioid cell"
56484001,Adenocarcinoma with cartilaginous and osseous metaplasia
56531003,Ulegyria
56565002,Mesenchymal chondrosarcoma
56595005,Hypertyrosinaemia
56604005,Cohen syndrome
56610005,Static tremor
56665009,Infiltrating basal cell carcinoma
56675007,Acute heart failure
56689002,Crohn's disease of small intestine
56696000,"Tumour cells, benign"
56763007,Adamantinoma of long bones
56786000,Pulmonic valve stenosis
56819008,Endocarditis
56989000,Eaton-Lambert syndrome
57141000,Apocrine adenocarcinoma
57148006,Congenital malformation of brain
57219006,Craniosynostosis syndrome
57265009,Congenital obstruction of large intestine
57284007,Severe birth asphyxia
57339008,Chronic lobular hepatitis
57414003,Tyrosinosis
57500000,Giant cell tumour of bone
57513006,Adenocarcinoma in adenomatous polyposis coli
57596004,Oxyphilic adenocarcinoma
57606003,Clear cell meningioma
57723004,Angiomyxoma
57835009,Hepatic methionine adenosyltransferase deficiency
57838006,Retinitis pigmentosa-deafness syndrome
57917004,Seckel syndrome
57921006,Congenital adhesions of omentum
57938005,"Congenital myotonia, autosomal dominant form"
57958006,Endocrine myopathy
58008004,Peliosis hepatis
58037000,Cowden syndrome
58069009,Ceruminous adenocarcinoma
58161009,Clear cell adenofibroma
58193001,Diplegic cerebral palsy
58243007,Fibromyxolipoma
58248003,"Carcinoma, anaplastic"
58275005,Variegate porphyria
58459009,Sphingomyelin/cholesterol lipidosis
58477004,Infiltrating ductular carcinoma
58558003,Hyperlysinaemia
58561002,Diastrophic dysplasia
58756001,Huntington's chorea
58961005,Lethal midline granuloma
59006007,Tracheostomy obstruction
59026006,Blepharospasm
59078009,Klippel-Trenaunay-Weber syndrome
59118001,Right bundle branch block
59120003,Embryonal adenoma
59128005,Congenital honeycomb lung
59178007,Menkes kinky-hair syndrome
59186007,Trichoepithelioma
59238007,Epithelioid sarcoma
59367005,Adenosquamous carcinoma
59423009,Congenital atresia of nasopharynx
59514009,Congenital absence of large intestine
59527008,Congenital cytomegalovirus infection
59529006,Squamous cell carcinoma in situ
59531002,Tryptophan malabsorption syndrome
59583009,Embryonal sarcoma
59655002,Hyperprolinaemia
59708000,Multiple epiphyseal dysplasia
59877000,Congenital anomaly of aorta
60086000,Aldosterone deficiency
60125001,Perinatal interstitial emphysema
60234000,Aortic valve regurgitation
60286009,Adenocarcinoma in situ in adenomatous polyp
60346004,Islet cell carcinoma
60389000,Paraplegia
60446003,Thyrotoxic heart disease
60549007,Multiple endocrine adenomas
60555002,Hypersensitivity angiitis
60573004,Aortic valve stenosis
60576007,Subacute combined degeneration of spinal cord
60599006,Adenomatoid odontogenic tumour
60652005,Congenital cyst of mediastinum
60699003,Congenital anomaly of stomach
60718004,Malignant dysgerminoma
60738003,Secondary myopathy
60743005,Purine-nucleoside phosphorylase deficiency
60787001,Congenital hypoplasia of aortic arch
60853003,Disorder of magnesium metabolism
61098004,Multifocal superficial basal cell carcinoma
61111007,Hypercupraemia
61152003,Moderate learning disability
61179004,Cardiac beriberi
61261009,Haemolytic anaemia
61663001,Juvenile neuronal ceroid lipofuscinosis
61722000,Tubulovillous adenoma
61758007,Exstrophy of bladder sequence
61852001,Ask-Upmark kidney
61860000,Porphyria cutanea tarda
61959006,Common arterial trunk (truncus arteriosus)
62009002,Adult neuronal ceroid lipofuscinosis
62026008,Left posterior fascicular block
62064005,"Mesothelioma, malignant"
62067003,Hypoplastic left heart syndrome
62206004,Abscess of pituitary
62250003,Arachnodactyly
62283005,Androblastoma
62332007,Infantile nephropathic cystinosis
62335009,Congenital stenosis of inferior vena cava
62383007,Mixed type rhabdomyosarcoma
62403005,Glucose-6-phosphate dehydrogenase deficiency anaemia
62484002,Hepatic fibrosis
62497000,Stewart-Treves syndrome
62500006,Accessory bladder
62501005,Chondroectodermal dysplasia
62621002,Pigmented dermatofibrosarcoma protuberans
62628008,Multiple synostosis syndrome
62681000,Nonencapsulated sclerosing carcinoma
62732009,Alien limb phenomenon
62803002,Frontometaphyseal dysplasia
62914000,Cerebrovascular disease
62999006,Adiposogenital dystrophy
63042009,Congenital atresia of tricuspid valve
63119004,Weaver syndrome
63211008,Synovial sarcoma
63247009,Williams syndrome
63264007,Carcinosarcoma
63364005,Chronic myeloid leukaemia
63373002,Lymphangiosarcoma
63449009,Alveolar rhabdomyosarcoma
63451008,Squamous cell papilloma
63467002,Left bundle branch block
63565007,Congenital anaemia
63593006,Supraventricular premature beats
63607006,Perinatal pneumomediastinum
63629005,Lipoblastomatosis
63634009,Glioblastoma
63687009,"Adrenal cortical adenoma, compact cell"
63702009,Alstrom syndrome
63823009,"Epithelioma, benign"
63934006,Overriding aorta
63937004,Gigantiform cementoma
63986002,Brain stem herniation
64000002,Skin appendage carcinoma
64059005,Spongioneuroblastoma
64077000,Myocardial degeneration
64204000,"Squamous cell carcinoma, metastatic"
64217002,Curvature of spine
64235006,Ethanolaminosis
64383006,Werdnig-Hoffmann disease
64512009,Sclerosing stromal tumour
64524002,Intraductal papillary adenocarcinoma with invasion
64575004,"Malignant lymphoma, small lymphocytic"
64586002,Carotid artery stenosis
64654004,Hyperglycinaemia
64716005,Fucosidosis
64727007,Accessory ureter
64728002,Fracture of spine due to birth trauma
64757003,Lymph node sarcoidosis
64766004,Ulcerative colitis
64773009,Eccrine dermal cylindroma
64779008,Blood coagulation disorder
64852002,Sarcosine dehydrogenase deficiency
64855000,Pelizaeus-Merzbacher disease
64967004,Transitional meningioma
64981002,Congenital atresia of larynx
65094009,Multiple malformation syndrome with facial defects as major feature
65120008,Generalised convulsive epilepsy
65140001,Periosteal fibrosarcoma
65144005,Congenital spinal meningocele
65155005,Grand mal seizure
65277001,Imidazole aminoaciduria
65278006,"Epithelioid mesothelioma, malignant"
65389002,Adrenoleucodystrophy
65399007,Langerhans cell histiocytosis
65457005,Endocardial fibroelastosis
65520001,"Primary hyperoxaluria, type I"
65524005,Mannosidosis
65587001,Congenital anomaly of cerebrovascular system
65617004,Veno-occlusive disease of the liver
65646006,"Malignant teratoma, trophoblastic"
65692009,Spindle cell carcinoma
65764006,Pseudo-Hurler polydystrophy
65778007,Sinoatrial block
65787003,Adenoma of the nipple
65877006,Fibroadenoma
65959000,Beta thalassaemia
66091009,Congenital disease
66102006,Congenital fusion of ribs
66108005,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated"
66264000,Todd's paresis
66357004,Myoma
66403007,Vascular ring of aorta
66451004,"Familial visceral amyloidosis, Ostertag type"
66467005,Osteochondromatosis
66489009,Congenital absence of lung
66515009,"Glucagonoma, malignant"
66637005,Hemiballism
66651005,Triploidy syndrome
66729008,Haemoglobin D disease
66758006,Acrodysostosis
66783006,Popliteal pterygium syndrome
66952001,Toxic myopathy
66978005,Hypermagnesaemia
67073007,Serous surface papilloma
67182003,Mucinous cystadenoma
67202007,X-linked Ehlers-Danlos syndrome
67254002,Sirenoform monster
67278007,Congenital stenosis of pulmonary valve
67280001,Dedifferentiated liposarcoma
67305007,Familial essential myoclonus
67531005,Spina bifida
67569000,Bronchopulmonary dysplasia of newborn
67747009,Ocular muscular dystrophy
67754003,Aortic valve sclerosis
67761004,Olivopontocerebellar degeneration
67805000,Secondary hyperaldosteronism
67830002,Teratocarcinoma
67873006,Isolated prolactin deficiency
68033004,Tracheostomy complication
68094008,Congenital hypoplasia of bile duct
68237008,Partial anomalous pulmonary venous connection
68358000,Adenocarcinoma with spindle cell metaplasia
68359008,Congenital hemivertebra
68437005,Thyrotoxic myopathy
68496003,Polyp of colon
68504005,Ataxia-telangiectasia syndrome
68528007,Hyperphenylalaninaemia
68591005,Congenital hypoplasia of pancreas
68614005,Aesthesioneuroepithelioma
68618008,Rett's disorder
68880006,Papillary mucinous cystadenocarcinoma
68913001,Alpha thalassaemia
68944005,Meningothelial meningioma
68956006,Carcinoma in situ
68979007,Heavy chain disease
69015003,Double urethra
69028005,Granular cell carcinoma
69077002,Acute basophilic leukaemia
69116000,Moyamoya disease
69248007,Congenital anomaly of fixation of intestine
